/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #2
  (fname, cnt))
/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #3
  (fname, cnt))
/home/ubuntu/yupeng/CLEF_Updated/utils/CLEF.py:26: FutureWarning: set_value is deprecated and will be removed in a future release. Please use .at[] or .iat[] accessors instead
  self.clef.set_value(i, 'caption', caption.lower())
Namespace(batch_size=9, cap_con_train='./CaptionConceptTraining.csv', cap_con_valid='./CaptionConceptValidation.csv', image_root='/data/CaptionTraining2018', lr=0.001, num_concepts=111156, num_epochs=25, num_workers=1, shuffle=False, vocab_concept='./data/concept_voc.pkl', vocab_word_path='./utils/vocab.pkl')
use gpu!!!!!!!!!!!!!!!!!!!!!!!!!!!!
The number of captions before deletion: 199489
The number of captions after deletion: 199489
train_mil.py:36: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  total_step, loss.data[0],
train_mil.py:37: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  np.exp(loss.data[0]),
Epoch [0/25]: [0/22166], loss: 0.6955, perplexity: 2.0048, batch_f1: 0.0004
Epoch [22/25]: [19000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0107
Epoch [22/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0038
Epoch [22/25]: [21000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0049
Epoch [22/25]: [22000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0073
Epoch [23/25]: [0/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0088
Epoch [23/25]: [1000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0066
Epoch [23/25]: [2000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0055
Epoch [23/25]: [3000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0053
Epoch [23/25]: [4000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0078
Epoch [23/25]: [5000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0049
Epoch [23/25]: [6000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0033
Epoch [23/25]: [7000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0040
Epoch [23/25]: [8000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0060
Epoch [23/25]: [9000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0091
Epoch [23/25]: [10000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0057
Epoch [23/25]: [11000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0106
Epoch [23/25]: [12000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0097
Epoch [23/25]: [13000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0082
Epoch [23/25]: [14000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0057
Epoch [23/25]: [15000/22166], loss: 0.0018, perplexity: 1.0019, batch_f1: 0.0080
Epoch [23/25]: [16000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0126
Epoch [23/25]: [17000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0125
Epoch [23/25]: [18000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0065
Epoch [23/25]: [19000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0028
Epoch [23/25]: [20000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0032
Epoch [23/25]: [21000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0051
Epoch [23/25]: [22000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0038
Epoch [24/25]: [0/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0047
Epoch [24/25]: [1000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0071
Epoch [24/25]: [2000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0065
Epoch [24/25]: [3000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0033
Epoch [24/25]: [4000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0046
Epoch [24/25]: [5000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0062
Epoch [24/25]: [6000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0038
Epoch [24/25]: [7000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0104
Epoch [24/25]: [8000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0060
Epoch [24/25]: [9000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0064
Epoch [24/25]: [10000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0072
Epoch [24/25]: [11000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0075
Epoch [24/25]: [12000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0055
Epoch [24/25]: [13000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0076
Epoch [24/25]: [14000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0074
Epoch [24/25]: [15000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0071
Epoch [24/25]: [16000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0077
Epoch [24/25]: [17000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0041
Epoch [24/25]: [18000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0124
Epoch [24/25]: [19000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0064
Epoch [24/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0061
Epoch [24/25]: [21000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0042
Epoch [24/25]: [22000/22166], loss: 0.0031, perplexity: 1.0031, batch_f1: 0.0053
Traceback (most recent call last):
  File "train_mil.py", line 121, in <module>
    args = parser.parse_args()
  File "train_mil.py", line 95, in main
    train(train_data, md, optimizer, criterion, ep, epoch)
  File "/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/torch/serialization.py", line 161, in save
    return _with_file_like(f, "wb", lambda f: _save(obj, f, pickle_module, pickle_protocol))
  File "/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/torch/serialization.py", line 118, in _with_file_like
    return body(f)
  File "/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/torch/serialization.py", line 161, in <lambda>
    return _with_file_like(f, "wb", lambda f: _save(obj, f, pickle_module, pickle_protocol))
  File "/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/torch/serialization.py", line 238, in _save
    serialized_storages[key]._write_file(f, _is_real_file(f))
RuntimeError: Unknown error -1
