image_name	concepts
zbc0241158390006	C1554080;C3244286;C0037420;C0030685;C0680255;C0162119;C0239787;C0728725;C1289829;C3275067;C0403592;C0011824;C0441122;C1452313;C0040165;C1963578;C0392535;C0202233;C0185115;C0032827;C0795721;C0015252;C2825141;C0017984;C0360589;C0016204;C3808841;C1281902;C0360504;C0728940;C0520870;C0202231;C1881373;C0516930;C1550557;C0036572;C1546701;C0005304;C1552596;C4050469;C0524167;C1515974;C0017890;C0026649;C0043177;C0600199;C0700221;C1442948;C2111872;C3496436;C0042950;C0028221;C1295669;C1706368;C0181586;C4019079;C0181687;C1880011;C0442797;C4050248;C0184967;C4255237;C4015214;C0332575;C0233612;C0523975;C0520831;C1720467;C0184512;C1295611;C0243095;C0523677;C1546778;C3843225;C0337445;C2936885;C0039869;C0542044;C0079691;C4068804;C1295666;C2237113;C0031765;C3842678;C2677099;C0037088;C0001721
pone.0047923.g003	C4084955;C0001558;C3264881;C0183670;C0036589;C0742006;C0598690;C2825078;C1536282;C2348003;C1509485;C0421623;C0199808;C1706368;C2239199;C0043194;C0179788;C0034085;C0001560;C0001563;C0105750;C0385603;C1550557;C1534841;C0034770;C1533734;C0600644;C0014268;C2360550;C0199810;C3496598;C0441245;C0424290;C0376495;C0455708;C0725057;C0332572;C3845829;C0150270;C3469597
IJRI-22-305-g001	C1273519;C1525799;C0040399;C2336688;C1830198;C0149543
IJRI-22-305-g002	C0027530;C0812434;C1999228;C1525799;C0040399;C0684335;C1281592;C2137077;C3242820;C1314972;C2825781;C1830198;C0149543;C0237497;C1947905;C0185042;C0185023
IJRI-22-305-g005	C0041044;C1525799;C3644708;C0878010;C1546560;C1879652;C0149543;C1550616;C1266908;C0719205;C2328730;C0262950
IJRI-22-305-g006	C1525799;C0935598;C1546560;C0149543;C1550616;C1266908;C0262950
IJRI-22-305-g015	C0189156;C2987494;C0036429;C0771936;C1552850;C0240214;C1882786;C0728864;C1267223;C1837463;C2087464;C0264255;C1706368;C0037886;C2210559;C0930476;C0723285;C0345676;C1552740;C3642316;C0423086;C0189124;C0037884;C2107023;C0445054;C1550557;C2328730;C0029899;C3686502;C1546708;C2034266;C0729252;C2678045;C0457192;C2733483;C1278902;C0225480;C0751438;C0205400;C1611706;C0376152;C1328324
IJRI-22-305-g018	C1305414;C1268646;C0771936;C1552850;C1882786;C0150312;C1269537;C3536746;C0728864;C1706255;C0006111;C0006104;C1837463;C2087464;C1706368;C0577573;C1550626;C0729252;C0700164;C1135133;C1525442;C0206717;C1578706;C4283905;C1546594;C0935598;C2210559;C0423086;C1550557;C0049903;C2698172;C2136992;C0183479;C1546708;C1546709;C0930476;C0010709;C0376152;C0751437;C2678045;C2733483;C1328324;C0230042;C3843918;C0728811;C1704540;C0340293;C0233494;C0392148;C0577559;C0027651;C3273930
IJRI-22-305-g020	C1704254;C3542466;C0746408;C1696103;C0935598;C1704922;C3843918;C0376152;C0049903;C1546708;C0008487;C1706255
kjae-69-527-g002	C2087366;C4287246;C4023493;C1281960;C1301742;C3879054;C0013819;C0443310;C0181586;C0180585;C3275067;C2183235;C1268979;C0221536;C1263888;C2700150;C0030560;C0228209;C0228208;C1550472;C3825538;C0228207;C0153637;C0524167;C3853038;C1527380;C0180635;C0180612;C3275072;C1281959;C0228290;C0159099;C1761564;C0858603;C1442948
kjae-69-527-g003	C2314960;C2123221;C0243032;C0024485;C2926606;C0202756;C0846477;C1658520;C0238154;C0221872;C0336660;C0687374;C0412697;C0412696;C0412695;C0412694;C0412693;C2315867;C0203201;C0412699;C0412698;C4041000;C4274375;C0854727;C0852276;C1135565;C2031035;C1634512;C3472340;C2315179;C0475734;C1960255;C2315149;C0043194;C0202688;C1637834;C0879554;C2106285;C2825141;C0243095;C2315895;C3539655;C3850007;C2454646;C0037088;C2960779;C4313987;C1960809;C0282596;C2121332;C2121336;C2121335;C4285894;C0151699;C3856948;C2455745;C0162734;C2315957;C1656864;C0203120;C2960591;C2080397;C1655388;C0412712;C0412713;C0412710;C0412716;C0412717;C0412714;C0412715;C2315144;C0202826;C3890166;C3472231;C2315944;C4285895;C1261141;C3472662;C2028442;C0412692;C0018946;C0412705;C0436481;C0412707;C0412706;C0412701;C0344104;C0412703;C0412702;C0412709;C0412708;C0202762;C2123191;C1136216;C2985394;C0412721;C4275272;C1879945;C1691007;C0273058;C2123218;C2123212;C3164060;C2123210;C2123211;C2123217;C0442974;C4076336;C3898477;C1551403;C2123192;C0745375;C0412675;C0412674;C0177803;C0376335;C0584863;C2123209;C2117023;C2123207;C3698350;C2315192;C2110143;C2031034;C2316169;C2031033;C0436428;C2058238;C2959701;C3877806;C0412685;C0412686;C0412688;C0412689;C1690005;C0412700
0102098f3	C2699333;C1184743;C0087111;C0237338;C0237133;C1556055;C1179695;C1179692;C1179693;C1179690;C0496870;C1179698;C1179699;C1305860;C1305861;C0700062;C1868670;C1553496;C1551342;C0721399;C1550457;C0120285;C0237221;C0237228;C0228249;C1179689;C1554159;C0237305;C1555465;C1546725;C1547233;C1179687;C1547309;C0592924;C0262254;C0237387;C0237142;C0237380;C0237318;C0237094;C0595998;C0237255;C0019564;C2598149;C1547241;C1561608;C2594846;C0562576;C1546840;C0237155;C0858951;C1116536;C1948180;C1948181;C1948167;C0237369;C1948168;C1948169;C0237361;C0237247;C0231683;C1550557;C1305859;C1305858;C0872387;C0736268;C0237169;C1546836;C0237162;C1305854;C1549110;C0237161;C1179708;C0023884;C1436433;C1179700;C1179704;C1179705;C1179707;C1948176;C1948174;C1948173;C1948171;C1948170;C0237373;C1948179;C1948178;C0237276;C1547267;C1549063;C0004763;C1547304;C0023899;C0152338;C0237178;C0023895;C1706368;C3474497;C0700063;C0700060;C0237185;C2698497;C1547272;C0205161;C1278929;C1551394;C0332575;C0577060;C1305853;C1873497;C0237357;C0558145;C1305857;C1951340;C1305856;C2584946;C1955473;C4083138;C1761560;C0294936;C1547281;C0600091;C0237206;C1547994;C0237324;C1550043;C3539125;C0723893;C0237283;C1179688;C1553386;C0237289;C1704653;C0228539;C0369501
jp-2014-034118_0008	C0303542;C0303635;C3889395;C1260876;C1148554;C1549081;C0150312;C3889396;C1509845;C0610863;C0303543;C3889392;C0036002;C3812802;C1273517;C0303634;C0281385;C2347274;C0282413;C1305844;C3274659;C0303544;C0184633;C0303547;C0233643;C0303549;C1706472;C3889389;C1444662;C3161035;C2359957;C0542044;C1522485;C4068804;C0303548;C1546701;C0934502;C0233256;C1550557;C3889399;C3889398;C4287589;C1706074;C1547311;C1299581;C0134413;C3889393;C1706368;C0947630;C3889394;C3889397;C3897546;C3889391;C1704653;C0332575;C0068751;C3889390;C0700221;C1444656;C3853906;C0030054
jp-2014-034118_0003	C1880121;C0233256;C3810842;C0001674;C0610863;C0036002;C1273517;C1706368;C3274659;C0043047;C1550604;C3161035;C0934502;C1550557;C1522485;C3897546;C1519193;C4287589;C1547961;C1706074;C1547311;C1299581;C1704457;C3844638;C0020311;C1705245;C3853906
gr1_PMC5219623	C0151882;C1140621
1614iti1	C1533574;C0244399;C3812802;C0332575;C3267431
Tanaffos-10-064-g001	C2004491;C0230463;C0241158
Tanaffos-10-064-g002	C0024867;C0394673;C0235896;C1180556;C1692321;C0225611;C0039985;C3665494;C2329816;C1261074;C1440080;C0177737;C1114557;C1705684;C0702249;C0332448;C1550105;C0241076
Tanaffos-10-064-g004	C0394673;C1692321;C0241390;C4300094;C0235896;C1550105;C0240292;C3665494;C0861002;C0595879;C1114557;C0151680;C0332448;C4300139;C0039985;C0151576;C0856882;C0024867;C1295665;C0702249;C0221106;C1295668;C1561538;C0241076;C0151872;C0235986;C0151878;C4014123;C0177737;C0520869
pone.0009485.g006	C0544726;C3853789;C1710083;C1840233;C0004763;C0036679;C1838601;C1610719;C3812802;C1706368;C3714552;C0185027;C1547787;C0007120;C0004599;C0814183;C1550557;C1546701;C1704653;C0332575;C0600199;C0700221;C1444656
CRIM.DENTISTRY2013-851413.001	C2964201;C2698969;C2698968;C1550655;C2698967;C0017572;C0878010;C1830198;C1578485;C1578486;C0719205;C0441886;C0441887;C0021156;C0040399;C1456173;C0024693;C3644708;C1879652;C1550309;C0024689;C0041044;C0266916;C0227123;C0266918;C0024687;C1705684
CRIM.DENTISTRY2013-851413.002	C2096041;C1706368;C1550557;C2338258;C0332803;C0184898
CRIM.DENTISTRY2013-851413.003	C4049699;C0523857;C0523855;C0523858;C0523859;C0202323;C3538723;C0201835;C0201836;C0202218;C0201932;C0201933;C0201733;C0201544;C0433349;C3715143;C2700353;C1321876;C0199666;C0030198;C1266241;C1266673;C0428402;C2048307;C0038925;C0202113;C0337439;C0202445;C0201539;C0201725;C0202118;C0201530;C1261153;C0423103;C0695448;C2826335;C1283004;C1168443;C4085554;C0201854;C0201853;C0201852;C3272929;C2699840;C0202123;C0202233;C0202230;C0202231;C1828138;C4048362;C2700236;C0010214;C1455688;C1266617;C0524167;C0202225;C0202035;C0202420;C0201888;C3829180;C2825884;C3814815;C0523529;C0523444;C3897558;C0201979;C0202144;C0201879;C0201973;C2097230;C0202022;C1254545;C4049928;C0542499;C3897556;C0201899;C0523961;C1275689;C4049862;C4049944;C0201485;C0202487;C0373748;C0201489;C3843238;C3843239;C0202159;C0202155;C0202406;C3843236;C3843237;C0202247;C0005845;C0008562;C0202396;C0202248;C0428179;C4050386;C0201717;C0201492;C3541268;C0202165;C3811666;C0017231;C0202224;C0007723;C3538799;C0150411;C0392885;C0199524;C3540691;C0203910;C1446076;C0587178;C4284132;C0201785;C0337451;C0202071;C0858334;C3838520
CRIM.DENTISTRY2013-851413.004	C1880011;C0080232;C0015252;C0440439;C0440435;C0440434;C0440426;C0185115;C0728940;C0440433
CRIM.DENTISTRY2013-851413.005	C1961139;C1293130;C0845707;C2146539;C1546653;C1740481;C0185387;C3683798;C1455688
CRIM.DENTISTRY2013-851413.009	C1704685;C1710392;C0202657;C3274571;C1522577;C0589120;C0420315
CRIM.DENTISTRY2013-851413.010	C2964201;C2698969;C2698968;C1550655;C2087366;C2698967;C0878010;C1830198;C1578485;C1578486;C0719205;C0441886;C0441887;C0021156;C0040399;C0024693;C0024689;C3644708;C1879652;C1550309;C0266915;C0041044;C0266916;C0227123;C0024687;C1705684
CRIM.DENTISTRY2013-851413.011	C2096041;C1706368;C1550557;C2338258;C0332803;C0184898
CRIM.DENTISTRY2013-851413.012	C1880011;C0080232;C0015252;C0440439;C0440435;C0440434;C0440426;C0185115;C0728940;C0440433
CRIM.DENTISTRY2013-851413.013	C1961139;C1293130;C0845707;C2146539;C1546653;C1740481;C0185387;C3683798;C1455688
CRIM.DENTISTRY2013-851413.015	C1704685;C0202657;C3274571;C1522577;C1710063;C0589120;C1455688;C0420315
CRIM.DENTISTRY2013-851413.016	C1704685;C1710392;C0202657;C3274571;C1522577;C0589120;C0420315
CRIM.DENTISTRY2013-851413.017	C0015726;C2964201;C2698969;C2698968;C1550655;C1510508;C2698967;C0878010;C1830198;C1578485;C1578486;C0719205;C0441886;C0441887;C0021156;C0040399;C0441888;C0024693;C0024689;C2698970;C0423899;C3644708;C1879652;C1550309;C0266915;C0041044;C0266916;C1261259;C0227123;C0024687;C1705684
CRIM.DENTISTRY2013-851413.018	C2096041;C1706368;C1550557;C2338258;C0332803;C0184898
CRIM.DENTISTRY2013-851413.019	C1961139;C1293130;C0845707;C2146539;C1546653;C1740481;C0185387;C3683798;C1455688
CRIM.DENTISTRY2013-851413.021	C1815293;C3843648;C0589121;C1318154;C1550655;C4283785;C1320307;C3854012;C0040452;C0374531;C0150312;C2741598;C1578485;C1578486;C3694716
CRIM.DENTISTRY2013-851413.022	C0677611;C3846422;C1269828;C0015252;C1710257;C0188970;C0005427;C3854012;C1391251;C2741598;C0524850;C0018821;C1815293;C0026035;C3173307;C1318154;C0371433;C1391296;C0282624;C1391295;C3538804;C3850136;C1457907;C1710256;C2683183;C4283785;C2188405;C0182414;C0194053;C0040452;C3874032;C0524861;C1713568;C0728940;C3272262;C0204324;C0496544;C0543467;C4283938;C0038904;C0679638
CRIM.DENTISTRY2013-851413.023	C1704685;C0202657;C3274571;C1522577;C1710063;C0589120;C1455688;C0420315
CRIM.DENTISTRY2013-851413.024	C1704685;C1273869;C0886296;C2979881;C0679805;C0184661;C2183254;C2046927;C3274571;C0202657;C1522577;C2183253;C1710392;C0589120;C0420315;C2347647
586_2006_136_Fig1_HTML	C4040919;C0223603;C0036037;C0203179;C0585395;C0746408;C0446501;C1659129;C0751438;C2225413;C3642316;C0581667;C0024485;C0444573;C2225414;C0746042;C1185643;C3890166
586_2006_136_Fig3_HTML	C0035110;C3541890;C1550655;C0949626;C3244306;C1555707;C2727825;C1578485;C0185115;C1578486;C0543467
14-le-0032f1	C1692321;C1306232;C0264097;C0394874;C0005388;C0849462;C1114299;C2238207;C1547227;C4048266;C1849981;C1561581;C4284789;C4023140;C0181314;C1706368;C0151683;C0423172;C0332448;C2699127;C0687709;C3665444;C1517913;C0008370;C0948762;C1513475;C1550557;C4050466;C4050465;C0179686;C1519275;C1547231;C1546677;C0302143;C1704653
ipej030239-01	C0413399;C3151684;C0870509;C0004259;C1522860;C3827657;C1963122;C1960154;C0231519;C0728774;C2926604;C0003195;C1623258;C0062922;C2108091;C4086497;C0243107;C1522909;C1444662;C1556177;C0240795;C0486616;C1705555;C1564213;C1556178;C1556179;C0040578;C2108109;C4019010;C1706368;C0230134;C0232201;C3890580;C0681324;C1161352;C0018790;C0029957;C0004260;C0003811;C0059422;C2041122;C2246747;C1556181;C1556180;C1960142;C0039239;C1963246;C1524120;C1550557;C1523018;C0871269;C0077394;C1522485;C0678723;C0718723;C3537142;C1719822;C0013798;C0150305;C1315098;C0018064;C0556030;C3812171;C0301372;C0020119;C1523742;C0392535;C1561964;C0428977;C0039070;C3272564;C0870477;C0133676;C0233896;C2608036;C0206068;C2347268
ipej030239-02	C3151684;C1550655;C1522860;C3827657;C1963122;C3854129;C1623258;C0150312;C1578485;C2108091;C0243107;C1578486;C1522909;C0231530;C0919909;C0018064;C0589507;C0059387;C1315098;C1706381;C1706368;C0018790;C3890580;C0013798;C0870477;C0857332;C1444662;C0059422;C0013421;C2246747;C1960144;C3812171;C1524120;C1550557;C1522485;C0678723;C3172260;C1704276;C0040578;C1457887;C0039070;C3543842;C1719822;C0020119;C1523742;C0428977;C3272564;C1827515;C0233896;C2608036;C0206068;C1829461;C0025344
IJA-54-569-g001	C2937358;C0589368;C0580703;C0231287;C0589110;C0412585;C0403709;C4262971;C0032792;C0554310;C1532844;C0032786;C0277599;C2024161;C0030201;C0424786;C0179410;C0400877
jaos-20-01-0113-g02	C1998083;C3496436;C1278910;C0029821;C1384584;C0031090;C0234533;C4025886;C0043299;C0181080;C0348720;C1267547;C0281856;C0266929;C1962945;C1290721;C0234251;C0180726;C4287546;C0049903;C0155936;C0403592;C0475858;C4287547;C0017563;C4287545;C4287544;C0497365;C1548003;C0442743;C0687463;C1559300;C0182605;C2677099;C1306645;C0003209;C0043303;C1334180;C3843918;C0230028;C1706255
nne-0004-0050-g02	C0230075;C0020452;C0230073;C0022427;C0042484;C1278672;C1280188;C1706102;C2166594;C0446457;C2228449
nne-0004-0050-g03	C0038532;C1450468;C0028778;C0501122;C1110554;C0003741;C0031545;C1815293;C2683183;C4049237;C0559488;C1706368;C1548938;C0230467;C3163676;C0006095;C0933697;C2609132;C0002940;C4283785;C0024636;C1550557;C0501116;C1278962;C1278967;C1713568;C0854571;C0412209;C0273452;C0273453;C0736883;C2960012;C0489886;C0489887;C1116529
nne-0004-0050-g04	C0005775;C1548817;C0878010;C1999635;C0719205;C0184511;C1275670;C4084203;C0162577;C1548938;C0193896;C0425711;C1278960;C1299451;C1317574;C0455750;C1316572;C3644708;C0031545;C1879652;C0398102;C0041044;C2051406;C0042449;C4084721;C1561611;C1516559;C0412209;C0124688
CMJ-128-1700-g001	C1510668;C0181020;C2010632;C0772294;C0017195;C0018827;C0162225;C3887532;C0240434;C0029623;C0041582;C0302598;C3714551;C0221198;C1137594;C0038351;C1561514;C1546698;C0392535;C1547940;C4013768;C1455718;C1550672
CMJ-128-1700-g002	C0394673;C0849835;C1269001;C0591711;C0440048;C1880931;C0016976;C0016977;C0151824;C0332448;C0440433;C0403592;C1550105;C1285092;C1963072;C0017565;C0942438;C0153452;C0440439;C0440434;C0440435;C4068833;C0012359;C2019320;C1322279;C1558950;C0267907;C1268124;C3641231;C0679837;C0881931;C1560692;C0560182;C0679838;C0440426;C4285882;C0026727;C1995013;C0555951;C2123147;C0200635;C0734014;C0015402;C1550557;C0017181;C0927195;C1546705;C3273116;C3273117;C1547928;C0523213;C2753459;C2698885;C0551521;C0595862;C0011900;C0227545;C0227546;C1550651;C0686906;C0042383;C1861265;C0004763;C0235896;C0005388;C2318329;C1706368;C3641616;C3641617;C3641614;C3641613;C1609077;C4055336;C2323793;C0280592;C0552426;C0200679;C0934502;C0945731;C1337035;C1959609;C0598240;C0241076;C3887524;C2032932;C0005847;C0032105;C0033213;C0271412;C3874422;C1561528;C1692321;C3858531;C0560303;C0518864;C4018897;C0019080;C3496436;C0700124;C1706387;C2698833;C1167909;C1550512;C4281706;C0702249;C0400626;C2677099;C1546740;C4068891;C1704653
ccide-8-063Fig1	C0175525;C3843559;C0772294;C3686665;C0012725;C0230347;C1555302;C1533810;C0920882;C0035139;C0221198;C3843549;C1704302;C0441587;C0440826;C3843562;C3843563;C1546698;C3843564;C3840703;C0456387;C0227043;C0460004;C0556956;C3843560;C3843561
ccide-8-063Fig2	C3843559;C0772294;C3686665;C0012725;C0230347;C1555302;C1533810;C1278912;C0920882;C0035139;C0221198;C3843549;C1697779;C1704302;C0441587;C0440826;C3843562;C3843563;C1546698;C3843564;C3840703;C0456387;C1515187;C0227043;C0460004;C0556956;C3843560;C0043194;C3843561
ccide-8-063Fig4	C0015726;C1403208;C0420315;C1510508;C0772294;C3843647;C3843646;C1704685;C0040426;C0202657;C1278912;C0920882;C1706368;C1548802;C0221198;C1522577;C3274571;C0423899;C1550557;C1704302;C0440826;C1546698;C0589120;C0456387;C1281562;C1261259;C0460004;C0556956
ccide-8-063Fig6	C0719205;C0399545;C0226993;C0420315;C1522577;C1561542;C1273517;C4069677;C4084721;C1830198;C0797795;C1278912;C0945059;C0589120;C0003626;C1704685;C0476545;C0040426;C0202657;C0486201;C0367982;C2237060;C0920882;C1508127;C1546844;C1706368;C3536746;C0484664;C0010384;C2051406;C0221198;C2239132;C3264891;C0751437;C1705733;C2055374;C1315980;C0550215;C0772294;C3274571;C1979963;C3853546;C0364022;C3644708;C1281562;C1879652;C0440826;C1098080;C1546698;C0945034;C0797796;C0021156;C1315924;C2328730;C0436567;C1553500;C0041044;C0456387;C0878010;C1546399;C0427821;C1185616;C2745965;C0201975;C0040399;C0340293;C0460004;C0556956;C1550557;C3275158
ccide-8-063Fig7	C3843559;C0772294;C3686665;C0920882;C0230347;C1706368;C0221198;C3843549;C1550557;C3843564;C3843560;C0440826;C3843562;C3843563;C1546698;C2347041;C1704302;C3840703;C0456387;C0227043;C0460004;C0556956;C3843561
ccide-8-063Fig8	C1709157;C3872785;C0772294;C0012725;C3499011;C1555302;C1533810;C1278912;C3499012;C0920882;C3499010;C0035139;C1706368;C3496406;C0221198;C1705733;C0085276;C0227061;C0239739;C1550557;C1704302;C0441587;C0440826;C1546698;C2347041;C1697779;C3840703;C0456387;C0152321;C0152322;C0227046;C0460004;C0556956;C0002932
e-64-m1595-fig2	C0258113;C1435750;C0037420;C0011710;C1520122;C0617396;C0376637;C0765909;C3711436;C0020268;C0040942;C0010124;C0044729;C3244231;C0056212;C0678798;C0719458;C1723607;C0605315;C2986750;C1100479;C0033363;C0211574;C0028758;C1658752;C2604254;C0065856;C0887832;C0010137;C2745849;C0016538;C0730958;C0605321;C0043474
crn-0008-0039-g01	C0184666;C0744395;C2087366;C0412585;C3525545;C0445620;C0751741;C0809949
JOD-13-139-g001	C0009458;C1269078;C0153664;C0458582;C0677540;C1280388;C1140618
JOD-13-139-g003	C1540362;C0183720;C0589368;C0580703;C0231287;C0589110;C1532844;C0403709;C4262971;C0032792;C0554310;C2825142;C0277599;C2024161;C0184936;C0030201;C0424786;C0400877;C0179410;C0032786
kju-55-295-g001	C0227936;C0227937;C1522382;C0492681;C0181428;C0180153;C1706368;C1874964;C0003086;C0308779;C0036974;C1705092;C1550557;C0179108
IJSTD-32-34-g001	C4280385;C1706368;C0020186;C1550557
amjcaserep-15-31-g001	C0858896;C2338642;C0024485;C0003707;C0936188;C0150312;C0018827;C1268151;C3890166;C0025148;C1283326;C1280999;C1706368;C1305866;C0228427;C0032639;C0226609;C0228465;C1960659;C2355627;C0582847;C1550557;C0150325;C2328730;C2340031;C1269575;C0392148;C2985765;C1284670;C0228531;C1627358
1477-7819-12-82-1	C2136992;C1736924;C0230185;C0412588;C3701996;C0412618;C2183251;C0202823;C0521440;C0412631;C0412630;C0412632;C4075845;C0040405;C0412638;C0412611;C0771936;C1546709;C1704788;C0040398;C0729619;C3839692;C1837463;C0577573;C2181323;C1960244;C4283905;C0202691;C4041317;C3203982;C0412594;C1956110;C0582945;C2350281;C0412620;C0412621;C0936234;C0041638;C0412604;C0412644;C0412628;C0412629;C1546708;C0008794;C2141917;C0412603;C0412640;C0412641;C3539106;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C0860888;C0728811;C2959990;C0332575;C0376152;C0412649;C2315673;C0577559;C2316004;C0231218;C2315672
1477-7819-12-82-3	C2314960;C2123221;C0243032;C0024485;C0202756;C0846477;C1658520;C0336660;C0687374;C0412697;C0412696;C0412695;C0412694;C0412693;C2315867;C0203201;C0412699;C0412698;C4041000;C0577034;C4274375;C1705733;C1135565;C2031035;C1533572;C0771936;C1634512;C3472340;C2315179;C1960255;C2315149;C0202688;C1637834;C0879554;C2106285;C0870072;C2315895;C3850007;C2454646;C1837463;C0376152;C2960779;C1960809;C0282596;C2121332;C1546708;C2121336;C2121335;C4285894;C3856948;C2455745;C0162734;C2315957;C0018563;C0003462;C1656864;C0203120;C2960591;C2080397;C0412712;C0412713;C0412710;C0412716;C0412717;C0412714;C0412715;C2315144;C0202826;C3890166;C0742661;C2315944;C4285895;C2028442;C0412692;C0030797;C0412705;C0436481;C0412707;C0412706;C0412701;C0344104;C0412703;C0412702;C0412709;C0412708;C0202762;C2123191;C1136216;C1278927;C2985394;C0412721;C4275272;C0332575;C1691007;C2123218;C2123212;C3164060;C2123210;C2123211;C2123217;C0442974;C4076336;C3898477;C1551403;C2123192;C0412675;C0412674;C0177803;C4062636;C0376335;C0584863;C2123209;C2117023;C2123207;C3698350;C2315192;C0003461;C2110143;C2031034;C2316169;C2031033;C0436428;C2058238;C2959701;C3877806;C0412685;C0412686;C0412688;C0412689;C1690005;C0412700
1477-7819-12-82-4	C3856427;C0449574;C1287300;C0278350;C1548837;C0227423;C2170823;C2189646;C0430445;C1302652;C0200149;C0430356;C0013853;C0180022;C0395004;C0419882;C0031809;C2205096;C0376306;C1706368;C0080142;C2033130;C0430067;C4272891;C0582103;C0436149;C2212904;C0399622;C0260880;C2163814;C0436125;C2030695;C0436144;C1550557;C3687089;C0558507;C0149978;C3242004;C3164626;C0279652;C2205111;C0558821;C0279654;C0009378;C2205110;C0455216;C0199262;C0007113;C1879583
1477-7819-12-82-6	C3856427;C0181020;C1287300;C0419882;C0427630;C0017195;C0430445;C0455216;C2825142;C0200149;C0430356;C0013853;C0395004;C3888511;C1513916;C0031809;C0376306;C1706368;C0080142;C0430067;C0582103;C0436149;C0260880;C0449574;C0436125;C0436144;C1550557;C3687089;C0558507;C0205160;C0278350;C0558821;C4272891;C0199262
JSTCR-6-33-g001	C0043299;C1962945;C0741025;C1306645;C1527391;C0817096;C0412670;C2240394
JSTCR-6-33-g004	C0043299;C0554310;C0030201;C1548009;C0400877;C0403709;C1962945;C0179410;C0032792;C0580703;C0424786;C0589368;C0231287;C1532844;C1548003;C0277599;C2024161;C4262971;C0589110;C1306645;C0032786;C1443270
ijn-6-2849f7	C0309989;C2188415;C3810842;C1440080;C0274281;C2699513;C3812802;C1720485;C1706368;C0722436;C0338297;C3542952;C2135353;C1550557;C2220266;C2699115;C2329816;C0031753;C0149796;C0332575;C1273342;C1318314
jls0011228350001	C1736924;C0029927;C0412588;C3701996;C0412618;C2183251;C0202823;C0412631;C0412630;C0412632;C4075845;C0040405;C0412638;C0412611;C0034606;C3542466;C2826292;C0040398;C0729619;C3839692;C2181323;C1960244;C0202691;C1704254;C1853761;C4041317;C3203982;C0412594;C1704922;C1956110;C0582945;C1846574;C2350281;C3833383;C0412620;C0412621;C0936234;C0412604;C0412644;C0412628;C0412629;C0008794;C2141917;C0412603;C0412640;C0412641;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C1696103;C0860888;C2959990;C0412649;C0441633;C2315673;C2316004;C2315672
jls0011228350002	C1610098;C2136992;C0031150;C4283905;C0023036;C0577559;C0230165;C0181209;C0751429;C0006002;C0728811;C0577573;C2937240;C0843540;C1546709;C1883297;C2697883;C1627748;C0232492
jls0011228350004	C0031150;C4042812;C1273517;C0430855;C1554103;C1533810;C0332523;C0751429;C1550626;C0679195;C0150189;C1546594;C1610098;C0231286;C0021889;C1135564;C0425470;C2825977;C0277598;C1140999;C0430854;C2825979;C1369039;C1369038;C0010709;C1883297;C0280109;C0023036;C2697883;C0684295;C0041158;C0843540;C1708556;C0185115;C0040597;C1705171
JOVR-07-203f1	C0175525;C1546630;C0015397;C0015392;C1280202;C3694424;C0154094;C1550636;C0181041;C1828408;C0262477;C2366835;C0185047;C2947996
pone.0054253.g002	C2964201;C0430400;C1514241;C0855967;C0206526;C0445392;C0772294;C0237849;C2242734;C0152874;C4284576;C0024687;C0360390;C2585384;C0588054;C1269047;C4265236;C0233535;C0275914;C0455351;C0447155;C0041312;C4287909;C0441621;C1282718;C0741302;C1446409;C1550309;C2748263;C4055429;C0282547;C2986463;C1396850;C0222045;C2200232;C0024693;C1706387;C0030524;C1547928;C0221198;C0041296;C1322502;C0857427;C0024689;C3203357;C0276532;C0684254;C0024204;C1546698;C0870814;C1141900;C0578050;C2938865;C2938866;C2242979;C0455460;C0003448;C0154054;C0853059;C0041309;C1407681;C0427629;C0041323;C0041322;C0175659;C0041327;C0275904;C3536760;C0026918;C0227123;C0229710;C0229863;C1285847;C1720467;C0033213;C0856536;C1328428;C0043194;C0349674
AJNS-9-240b-g002	C0015726;C1736924;C0205950;C0412588;C3701996;C0412618;C0772294;C2183251;C0921177;C0202823;C0412631;C0412630;C0240214;C0412632;C4075845;C0040405;C0412638;C0412611;C0034606;C1546698;C2826292;C0040398;C0222720;C0729619;C3839692;C0587240;C1706368;C2181323;C0025285;C1960244;C1101725;C0221198;C2930936;C0202691;C1510508;C1853761;C4041317;C3203982;C0412594;C0423899;C1956110;C0582945;C1846574;C1550557;C2350281;C3833383;C0412620;C0412621;C0936234;C0041318;C0412604;C0412644;C0412628;C0412629;C0008794;C2141917;C0412603;C0412640;C0412641;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C1261259;C0860888;C0205400;C2959990;C0412649;C0441633;C2315673;C1184145;C2316004;C2315672
AJNS-9-240b-g004	C0030201;C1546653;C1546601;C1961139;C0442965;C2828072;C0012621;C0030685;C1706368;C1548899;C0600083;C2112579;C3683798;C2926602;C1550557;C4071100;C0110800
pone.0041516.g003	C0722300;C3810842;C0231519;C0069592;C0240795;C0069591;C0486616;C3542016;C1706368;C0029957;C4284930;C0013113;C0387837;C0681324;C1550557;C0012691;C4038419;C1555588;C1515974;C0556030;C2702329;C2347268;C3897546;C4284931;C1444656
IJO-23-161-g002	C2328730
